original_sample_id	ms_container_id	extraction_container_id	original_sample_container_id	qfield_project	profile_mode	field_collector_fullname	field_taxon_name	field_latitude	field_longitude	field_comment_eco	field_weather	field_sample_name	field_geometry_coordinates	field_date	extraction_dried_weight	extraction_solvent_volume	extraction_dried_weight_unit_symbol	extraction_solvent_volume_unit_symbol	extraction_method_method_name	aliquot_aliquot_volume	aliquot_volume_unit_symbol	ms_filename	ms_injection_volume	ms_injection_volume_unit_symbol	ms_injection_method_method_name	ms_instrument_instrument_id	ms_instrument_model_instrument_model	ms_instrument_location_room_name	watcher_exact_filename_match	watcher_file_path	watcher_file_name	watcher_converted_file_sha1	watcher_acquisition_date	watcher_polarity	watcher_spectrum_count	watcher_chromatogram_count	watcher_instrument_model	watcher_ionization_source	watcher_analyzer	watcher_detector	watcher_source_file_names	watcher_raw_file_sha1
meda_000140		meda_000140_01	meda_000140	medicin_alps		Lysandre Journiac		6.4191136	45.039898	Com 139			[6.419113767541101, 45.039897864355446]	20250623130526	18.3	1	mg	ml	MeOH/H2O 70																							
meda_000144		meda_000144_01	meda_000144	medicin_alps		Lysandre Journiac	Carex sempervirens 	6.4190345	45.039974				[6.419034319188655, 45.03997548986261]	20250623132453	21.7	1	mg	ml	MeOH/H2O 70																							
meda_000145		meda_000145_01	meda_000145	medicin_alps		Lysandre Journiac		6.419039	45.039967	Com 144			[6.419038702833468, 45.03996710454599]	20250623132708	19.4	1	mg	ml	MeOH/H2O 70																							
meda_000151		meda_000151_01	meda_000151	medicin_alps		Lysandre Journiac	Carex sempervirens 	6.4190035	45.040047				[6.419003418288707, 45.04004513468499]	20250623133529	21.3	1	mg	ml	MeOH/H2O 70																							
meda_000153		meda_000153_01	meda_000153	medicin_alps		Lysandre Journiac		6.418991	45.040028	Com 151			[6.418990995022927, 45.04002695437511]	20250623133729	19.6	1	mg	ml	MeOH/H2O 70	40	µl																					
meda_000136		meda_000136_01	meda_000136	medicin_alps		Lysandre Journiac	Carex sempervirens 	6.419243	45.039963				[6.419242962480236, 45.0399616507249]	20250623134609	21.8	1	mg	ml	MeOH/H2O 70																							
meda_000141		meda_000141_01	meda_000141	medicin_alps		Lysandre Journiac		6.419268	45.039967	Com 136			[6.419268146465908, 45.03996824264673]	20250623134848	21.5	1	mg	ml	MeOH/H2O 70																							
meda_000147		meda_000147_01	meda_000147	medicin_alps		Lysandre Journiac	Carex sempervirens 	6.419055	45.040047				[6.419054786965441, 45.04004790729865]	20250623135613	20.3	1	mg	ml	MeOH/H2O 70	40	µl																					
meda_000155		meda_000155_01	meda_000155	medicin_alps		Lysandre Journiac		6.4190636	45.040028	Com 147			[6.419063341189253, 45.04002593097682]	20250623135752	18.7	1	mg	ml	MeOH/H2O 70																							
meda				medicin_alps		Lysandre Journiac	Carex sempervirens 	6.4193625	45.039806				[6.419362698379769, 45.03980535990504]	20250623120544																												
meda_1				medicin_alps		Lysandre Journiac		6.4193993	45.039837	Com meda 152			[6.419399103009894, 45.03983611014543]	20250623121218																												
meda_2				medicin_alps		Lysandre Journiac	Carex sempervirens 	6.419457	45.03981				[6.419456720726038, 45.03981134464948]	20250623122039																												
meda_3				medicin_alps		Lysandre Journiac		6.419464	45.03982	Com 146			[6.419464044749582, 45.039821938938296]	20250623122330																												
meda_4				medicin_alps		Lysandre Journiac	Carex sempervirens 	6.4191537	45.039825				[6.419153607032063, 45.0398269760644]	20250623123300																												
meda_5				medicin_alps		Lysandre Journiac		6.419371	45.03983	Com 142			[6.419371343095475, 45.03983043123717]	20250623123503																												
meda_6				medicin_alps		Lysandre Journiac	Carex sempervirens 	6.4194083	45.039814				[6.419408257767787, 45.0398155344748]	20250623124155																												
meda_7				medicin_alps		Lysandre Journiac		6.4193864	45.039845	Com 137			[6.419386561762314, 45.039842669216455]	20250623124333																												
meda_8				medicin_alps		Lysandre Journiac	Carex sempervirens 	6.419309	45.039875				[6.419308992119224, 45.03987384197781]	20250623125102																												
meda_9				medicin_alps		Lysandre Journiac		6.419217	45.039894	Com 149			[6.419217274598647, 45.03989279150804]	20250623125245																												
meda_10				medicin_alps		Lysandre Journiac	Carex sempervirens 	6.419117	45.039886				[6.419116812026234, 45.0398875033488]	20250623130301																												
meda_11				medicin_alps		Lysandre Journiac		6.4191136	45.039898	Com 139			[6.419113767541101, 45.039897864355446]	20250623130526																												
meda_12				medicin_alps		Lysandre Journiac	Carex sempervirens 	6.4190345	45.039974				[6.419034319188655, 45.03997548986261]	20250623132453																												
meda_13				medicin_alps		Lysandre Journiac		6.419039	45.039967	Com 144			[6.419038702833468, 45.03996710454599]	20250623132708																												
meda_14				medicin_alps		Lysandre Journiac	Carex sempervirens 	6.4190035	45.040047				[6.419003418288707, 45.04004513468499]	20250623133529																												
meda_15				medicin_alps		Lysandre Journiac		6.418991	45.040028	Com 151			[6.418990995022927, 45.04002695437511]	20250623133729																												
meda_16				medicin_alps		Lysandre Journiac	Carex sempervirens 	6.419243	45.039963				[6.419242962480236, 45.0399616507249]	20250623134609																												
meda_17				medicin_alps		Lysandre Journiac		6.419268	45.039967	Com 136			[6.419268146465908, 45.03996824264673]	20250623134848																												
meda_18				medicin_alps		Lysandre Journiac	Carex sempervirens 	6.419055	45.040047				[6.419054786965441, 45.04004790729865]	20250623135613																												
meda_19				medicin_alps		Lysandre Journiac		6.4190636	45.040028	Com 147			[6.419063341189253, 45.04002593097682]	20250623135752																												
meda_000156		meda_000156_01	meda_000156	medicin_alps		Lysandre Journiac	Geum montanum 	6.41941	45.039776				[6.419409995177916, 45.03977507904671]	20250623121236	18.8		mg																									
meda_000156		meda_000156_02	meda_000156	medicin_alps		Lysandre Journiac	Geum montanum 	6.41941	45.039776				[6.419409995177916, 45.03977507904671]	20250623121236	22	1	mg	ml	MeOH/H2O 70																							
meda_000157		meda_000157_01	meda_000157	medicin_alps		Lysandre Journiac		6.41941	45.039776	Com 157			[6.419409995177916, 45.03977507904671]	20250623121524	19.1	1	mg	ml	MeOH/H2O 70																							
meda_000158		meda_000158_01	meda_000158	medicin_alps		Lysandre Journiac	Geum montanum 	6.4193816	45.03986				[6.419381661844533, 45.03986007904671]	20250623122229	18.7	1	mg	ml	MeOH/H2O 70																							
meda_000159		meda_000159_01	meda_000159	medicin_alps		Lysandre Journiac		6.4193616	45.03984	Com 159			[6.419361661844508, 45.03984174571339]	20250623122526	21.5	1	mg	ml	MeOH/H2O 70																							
meda_000160		meda_000160_01	meda_000160	medicin_alps		Lysandre Journiac	Geum montanum 	6.41927	45.03985				[6.419269995177716, 45.039846745713405]	20250623123150	19.9	1	mg	ml	MeOH/H2O 70																							
meda_000161		meda_000161_01	meda_000161	medicin_alps		Lysandre Journiac		6.4192915	45.03985	Com 160			[6.41929166184441, 45.03984841238003]	20250623123349	21.3	1	mg	ml	MeOH/H2O 70																							
meda_000162		meda_000162_01	meda_000162	medicin_alps		Lysandre Journiac	Geum montanum 	6.4192867	45.039852				[6.419286662808857, 45.03985172990404]	20250623124056	21.2	1	mg	ml	MeOH/H2O 70																							
meda_000163		meda_000163_01	meda_000163	medicin_alps		Lysandre Journiac		6.4192867	45.039852				[6.419286662808857, 45.03985172990404]	20250623124252	20.2	1	mg	ml	MeOH/H2O 70																							
meda_000164		meda_000164_01	meda_000164	medicin_alps		Lysandre Journiac	Geum montanum 	6.4191484	45.03991				[6.419148329475365, 45.03990839657072]	20250623124945	21.3	1	mg	ml	MeOH/H2O 70																							
meda_000165		meda_000165_01	meda_000165	medicin_alps		Lysandre Journiac		6.419155	45.039886	Com 164			[6.41915508225814, 45.03988669126712]	20250623125252	19	1	mg	ml	MeOH/H2O 70																							
meda_000166		meda_000166_01	meda_000166	medicin_alps		Lysandre Journiac	Geum montanum 	6.4191036	45.039932				[6.419103411191118, 45.03993336430671]	20250623125758	21.2	1	mg	ml	MeOH/H2O 70																							
meda_000167		meda_000167_01	meda_000167	medicin_alps		Lysandre Journiac		6.4191036	45.039932	Com 166			[6.419103411191118, 45.03993336430671]	20250623125937	21.1	1	mg	ml	MeOH/H2O 70																							
meda_000168		meda_000168_01	meda_000168	medicin_alps		Lysandre Journiac	Geum montanum 	6.4190416	45.039967				[6.419041744524466, 45.039968364306766]	20250623131111	18.8	1	mg	ml	MeOH/H2O 70																							
meda_000169		meda_000169_01	meda_000169	medicin_alps		Lysandre Journiac		6.419085	45.039967	Com 168			[6.419085077857827, 45.03996836430674]	20250623131256	20	1	mg	ml	MeOH/H2O 70																							
meda_000170		meda_000170_01	meda_000170	medicin_alps		Lysandre Journiac	Geum montanum 	6.4189935	45.04002				[6.418993411191179, 45.0400183643068]	20250623132011	21.5	1	mg	ml	MeOH/H2O 70																							
meda_000171		meda_000171_01	meda_000171	medicin_alps		Lysandre Journiac		6.419015	45.04004	Com 171			[6.419015077857871, 45.04003836430675]	20250623132214	21.9		mg																									
meda_000171		meda_000171_02	meda_000171	medicin_alps		Lysandre Journiac		6.419015	45.04004	Com 171			[6.419015077857871, 45.04003836430675]	20250623132214	21.9	1	mg	ml	MeOH/H2O 70																							
meda_000172		meda_000172_01	meda_000172	medicin_alps		Lysandre Journiac	Geum montanum 	6.419282	45.0399				[6.419281744524508, 45.03990336430658]	20250623133058	18.4	1	mg	ml	MeOH/H2O 70																							
meda_000173		meda_000173_01	meda_000173	medicin_alps		Lysandre Journiac		6.419282	45.0399	Com 172			[6.419281744524508, 45.03990336430658]	20250623133423	21.2	1	mg	ml	MeOH/H2O 70	40	µl																					
meda_000174		meda_000174_01	meda_000174	medicin_alps		Lysandre Journiac	Geum montanum 	6.4193234	45.0399				[6.419323411191194, 45.039900030973214]	20250623133758	20.4	1	mg	ml	MeOH/H2O 70																							
meda_000175		meda_000175_01	meda_000175	medicin_alps		Lysandre Journiac		6.41932	45.039898	Com 174			[6.419320077857848, 45.03989669763988]	20250623134006	21.3	1	mg	ml	MeOH/H2O 70																							
meda_20				medicin_alps		Lysandre Journiac	Geum montanum 	6.41927	45.03985				[6.419269995177716, 45.039846745713405]	20250623123150																												
meda_21				medicin_alps		Lysandre Journiac		6.4192915	45.03985	Com 160			[6.41929166184441, 45.03984841238003]	20250623123349																												
meda_22				medicin_alps		Lysandre Journiac	Geum montanum 	6.4192867	45.039852				[6.419286662808857, 45.03985172990404]	20250623124056																												
meda_23				medicin_alps		Lysandre Journiac		6.4192867	45.039852				[6.419286662808857, 45.03985172990404]	20250623124252																												
meda_24				medicin_alps		Lysandre Journiac	Geum montanum 	6.4191484	45.03991				[6.419148329475365, 45.03990839657072]	20250623124945																												
meda_25				medicin_alps		Lysandre Journiac		6.419155	45.039886	Com 164			[6.41915508225814, 45.03988669126712]	20250623125252																												
meda_26				medicin_alps		Lysandre Journiac	Geum montanum 	6.4191036	45.039932				[6.419103411191118, 45.03993336430671]	20250623125758																												
meda_27				medicin_alps		Lysandre Journiac		6.4191036	45.039932	Com 166			[6.419103411191118, 45.03993336430671]	20250623125937																												
meda_28				medicin_alps		Lysandre Journiac	Geum montanum 	6.4190416	45.039967				[6.419041744524466, 45.039968364306766]	20250623131111																												
meda_29				medicin_alps		Lysandre Journiac		6.419085	45.039967	Com 168			[6.419085077857827, 45.03996836430674]	20250623131256																												
meda_30				medicin_alps		Lysandre Journiac	Geum montanum 	6.4189935	45.04002				[6.418993411191179, 45.0400183643068]	20250623132011																												
meda_31				medicin_alps		Lysandre Journiac		6.419015	45.04004	Com 171			[6.419015077857871, 45.04003836430675]	20250623132214																												
meda_32				medicin_alps		Lysandre Journiac	Geum montanum 	6.419282	45.0399				[6.419281744524508, 45.03990336430658]	20250623133058																												
meda_33				medicin_alps		Lysandre Journiac		6.419282	45.0399	Com 172			[6.419281744524508, 45.03990336430658]	20250623133423																												
meda_34				medicin_alps		Lysandre Journiac	Geum montanum 	6.4193234	45.0399				[6.419323411191194, 45.039900030973214]	20250623133758																												
meda_35				medicin_alps		Lysandre Journiac		6.41932	45.039898	Com 174			[6.419320077857848, 45.03989669763988]	20250623134006																												
meda_000196		meda_000196_01	meda_000196	medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.4194174	45.039803				[6.419417230288803, 45.03980366029824]	20250624103856	20.3	1	mg	ml	MeOH/H2O 70																							
meda_000197		meda_000197_01	meda_000197	medicin_alps		Loic Chalmandrier		6.419424	45.039814	Com 196			[6.4194240086578, 45.0398154596788]	20250624104059	21.1	1	mg	ml	MeOH/H2O 70																							
meda_000198		meda_000198_01	meda_000198	medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.419393	45.03986				[6.419393036342119, 45.03986154847978]	20250624104632	21.6	1	mg	ml	MeOH/H2O 70	40	µl																					
meda_000199		meda_000199_01	meda_000199	medicin_alps		Loic Chalmandrier		6.4193945	45.039833	Com 198			[6.419394482079062, 45.03983189973351]	20250624105026	20	1	mg	ml	MeOH/H2O 70																							
meda_000200		meda_000200_01	meda_000200	medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.4194226	45.039837				[6.419422766809636, 45.039836648891686]	20250624105622	20.4	1	mg	ml	MeOH/H2O 70																							
meda_000201		meda_000201_01	meda_000201	medicin_alps		Loic Chalmandrier		6.419376	45.03985	Com 200			[6.419375736181487, 45.039848467877206]	20250624105836	21.3	1	mg	ml	MeOH/H2O 70																							
meda_000202		meda_000202_01	meda_000202	medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.4194202	45.039852				[6.419420017633321, 45.03985251656621]	20250624110551	18.4	1	mg	ml	MeOH/H2O 70	40	µl																					
meda_000203		meda_000203_01	meda_000203	medicin_alps		Loic Chalmandrier		6.4194174	45.039852	Com 202			[6.419417510618743, 45.03985381290296]	20250624110815	19.5	1	mg	ml	MeOH/H2O 70																							
meda_000204		meda_000204_01	meda_000204	medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.4193087	45.039883				[6.419308428953953, 45.03988224480384]	20250624111318	21.9	1	mg	ml	MeOH/H2O 70																							
meda_000205		meda_000205_01	meda_000205	medicin_alps		Loic Chalmandrier		6.4193063	45.039875	Com 204			[6.419306479347458, 45.03987568601762]	20250624111506	21.4	1	mg	ml	MeOH/H2O 70																							
meda_000206		meda_000206_01	meda_000206	medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.419376	45.039886				[6.419375881117147, 45.039886074827486]	20250624112048	18.4	1	mg	ml	MeOH/H2O 70																							
meda_000207				medicin_alps		Loic Chalmandrier		6.4193535	45.039886	Com 206			[6.41935343828558, 45.03988481187366]	20250624112250																												
meda_000208		meda_000208_01	meda_000208	medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.419238	45.039886				[6.419238209499336, 45.03988540078839]	20250624113228	21.4	1	mg	ml	MeOH/H2O 70	40	µl																					
meda_000209		meda_000209_01	meda_000209	medicin_alps		Loic Chalmandrier		6.419216	45.03991	Com208			[6.419216200113323, 45.039911219616926]	20250624113431	18.8	1	mg	ml	MeOH/H2O 70																							
meda_000210		meda_000210_01	meda_000210	medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.419256	45.03993				[6.419256391694484, 45.03992742034716]	20250624114002	18.6	1	mg	ml	MeOH/H2O 70	40	µl																					
meda_000211		meda_000211_01	meda_000211	medicin_alps		Loic Chalmandrier		6.419263	45.039906	Com210			[6.419263115159972, 45.03990697621896]	20250624114236	19.1	1	mg	ml	MeOH/H2O 70																							
meda_000212		meda_000212_01	meda_000212	medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.4191623	45.039917				[6.419162269796379, 45.03991623791861]	20250624114723	21.4	1	mg	ml	MeOH/H2O 70	40	µl																					
meda_000213		meda_000213_01	meda_000213	medicin_alps		Loic Chalmandrier		6.419146	45.039894	Com212			[6.419145998780674, 45.03989273829527]	20250624114922	19.8	1	mg	ml	MeOH/H2O 70																							
meda_36				medicin_alps		Lysandre Journiac	Carex sempervirens 	6.4193625	45.039806				[6.419362698379769, 45.03980535990504]	20250623120544																												
meda_37				medicin_alps		Lysandre Journiac		6.4193993	45.039837	Com meda 152			[6.419399103009894, 45.03983611014543]	20250623121218																												
meda_38				medicin_alps		Lysandre Journiac	Carex sempervirens 	6.419457	45.03981				[6.419456720726038, 45.03981134464948]	20250623122039																												
meda_39				medicin_alps		Lysandre Journiac		6.419464	45.03982	Com 146			[6.419464044749582, 45.039821938938296]	20250623122330																												
meda_40				medicin_alps		Lysandre Journiac	Carex sempervirens 	6.4191537	45.039825				[6.419153607032063, 45.0398269760644]	20250623123300																												
meda_41				medicin_alps		Lysandre Journiac		6.419371	45.03983	Com 142			[6.419371343095475, 45.03983043123717]	20250623123503																												
meda_42				medicin_alps		Lysandre Journiac	Carex sempervirens 	6.4194083	45.039814				[6.419408257767787, 45.0398155344748]	20250623124155																												
meda_43				medicin_alps		Lysandre Journiac		6.4193864	45.039845	Com 137			[6.419386561762314, 45.039842669216455]	20250623124333																												
meda_44				medicin_alps		Lysandre Journiac	Carex sempervirens 	6.419309	45.039875				[6.419308992119224, 45.03987384197781]	20250623125102																												
meda_45				medicin_alps		Lysandre Journiac		6.419217	45.039894	Com 149			[6.419217274598647, 45.03989279150804]	20250623125245																												
meda_46				medicin_alps		Lysandre Journiac	Carex sempervirens 	6.419117	45.039886				[6.419116812026234, 45.0398875033488]	20250623130301																												
meda_47				medicin_alps		Lysandre Journiac		6.4191136	45.039898	Com 139			[6.419113767541101, 45.039897864355446]	20250623130526																												
meda_48				medicin_alps		Lysandre Journiac	Carex sempervirens 	6.4190345	45.039974				[6.419034319188655, 45.03997548986261]	20250623132453																												
meda_49				medicin_alps		Lysandre Journiac		6.419039	45.039967	Com 144			[6.419038702833468, 45.03996710454599]	20250623132708																												
meda_50				medicin_alps		Lysandre Journiac	Carex sempervirens 	6.4190035	45.040047				[6.419003418288707, 45.04004513468499]	20250623133529																												
meda_51				medicin_alps		Lysandre Journiac		6.418991	45.040028	Com 151			[6.418990995022927, 45.04002695437511]	20250623133729																												
meda_52				medicin_alps		Lysandre Journiac	Carex sempervirens 	6.419243	45.039963				[6.419242962480236, 45.0399616507249]	20250623134609																												
meda_53				medicin_alps		Lysandre Journiac		6.419268	45.039967	Com 136			[6.419268146465908, 45.03996824264673]	20250623134848																												
meda_54				medicin_alps		Lysandre Journiac	Carex sempervirens 	6.419055	45.040047				[6.419054786965441, 45.04004790729865]	20250623135613																												
meda_55				medicin_alps		Lysandre Journiac		6.4190636	45.040028	Com 147			[6.419063341189253, 45.04002593097682]	20250623135752																												
meda_56				medicin_alps		Lysandre Journiac	Geum montanum 	6.41941	45.039776				[6.419409995177916, 45.03977507904671]	20250623121236																												
meda_57				medicin_alps		Lysandre Journiac		6.41941	45.039776	Com 157			[6.419409995177916, 45.03977507904671]	20250623121524																												
meda_58				medicin_alps		Lysandre Journiac	Geum montanum 	6.4193816	45.03986				[6.419381661844533, 45.03986007904671]	20250623122229																												
meda_59				medicin_alps		Lysandre Journiac		6.4193616	45.03984	Com 159			[6.419361661844508, 45.03984174571339]	20250623122526																												
meda_000214		meda_000214_01	meda_000214	medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.4192514	45.039917				[6.419251532372772, 45.03991578997525]	20250624115747	19.6	1	mg	ml	MeOH/H2O 70																							
meda_000215		meda_000215_01	meda_000215	medicin_alps		Loic Chalmandrier		6.4192443	45.039913	Com 114			[6.419244458376066, 45.03991228002475]	20250624115956	20	1	mg	ml	MeOH/H2O 70	40	µl																					
meda_000236		meda_000236_01	meda_000236	medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.4191017	45.039925				[6.419101511333657, 45.039926063256026]	20250624121814	20.6	1	mg	ml	MeOH/H2O 70	40	µl																					
meda_000237		meda_000237_01	meda_000237	medicin_alps		Loic Chalmandrier		6.4190683	45.039948	Com 236			[6.419068109592098, 45.039946687813135]	20250624121958	20.7	1	mg	ml	MeOH/H2O 70	40	µl																					
meda_000238		meda_000238_01	meda_000238	medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.4191637	45.039932				[6.419163820994612, 45.039930923127926]	20250624122658	19.3	1	mg	ml	MeOH/H2O 70	40	µl																					
meda_000239		meda_000239_01	meda_000239	medicin_alps		Loic Chalmandrier		6.41916	45.039944	Com 238			[6.419159670138484, 45.03994518129768]	20250624122855	20.1	1	mg	ml	MeOH/H2O 70	40	µl																					
meda_000240		meda_000240_01	meda_000240	medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.4190683	45.03997				[6.419068324072066, 45.0399698378509]	20250624123548	19.7	1	mg	ml	MeOH/H2O 70																							
meda_000241		meda_000241_01	meda_000241	medicin_alps		Loic Chalmandrier		6.4190784	45.039978	Com 240			[6.41907850354046, 45.03997902863036]	20250624123720	19.9	1	mg	ml	MeOH/H2O 70																							
meda_000242		meda_000242_01	meda_000242	medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.419114	45.03998				[6.419113919191175, 45.03998306501543]	20250624124442	19.5	1	mg	ml	MeOH/H2O 70	40	µl																					
meda_000243		meda_000243_01	meda_000243	medicin_alps		Loic Chalmandrier		6.4191256	45.039967	Com 242			[6.419125550694444, 45.039966454824174]	20250624124646	20.7	1	mg	ml	MeOH/H2O 70																							
meda_000244		meda_000244_01	meda_000244	medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.419118	45.039974				[6.419117878433592, 45.039973381497965]	20250624125307	19.6	1	mg	ml	MeOH/H2O 70	40	µl																					
meda_000245		meda_000245_01	meda_000245	medicin_alps		Loic Chalmandrier		6.4190683	45.040024	Com244			[6.41906831659937, 45.0400252157996]	20250624125501	18.3	1	mg	ml	MeOH/H2O 70	40	µl																					
meda_000246		meda_000246_01	meda_000246	medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.419104	45.039974				[6.419104096384688, 45.03997426838023]	20250624130048	20	1	mg	ml	MeOH/H2O 70	40	µl																					
meda_000247		meda_000247_01	meda_000247	medicin_alps		Loic Chalmandrier		6.4190903	45.039978	Com 246			[6.419090424166551, 45.03997814281627]	20250624130317	20.6	1	mg	ml	MeOH/H2O 70																							
meda_000248		meda_000248_01	meda_000248	medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.4192863	45.039936				[6.419286120584148, 45.03993726332634]	20250624130840	19.2	1	mg	ml	MeOH/H2O 70	40	µl																					
meda_000249		meda_000249_01	meda_000249	medicin_alps		Loic Chalmandrier		6.419256	45.03996	Com 248			[6.419256138016545, 45.039957251976574]	20250624131046	18.1	1	mg	ml	MeOH/H2O 70																							
meda_000250		meda_000250_01	meda_000250	medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.4192467	45.03997				[6.419246771631801, 45.03996924168358]	20250624131600	19.3	1	mg	ml	MeOH/H2O 70	40	µl																					
meda_000251		meda_000251_01	meda_000251	medicin_alps		Loic Chalmandrier		6.4192634	45.03998	Com 250			[6.419263390416569, 45.03998073099839]	20250624131730	21.6	1	mg	ml	MeOH/H2O 70																							
meda_000252		meda_000252_01	meda_000252	medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.4193954	45.039867				[6.419395587648013, 45.03986689363566]	20250624132237	19	1	mg	ml	MeOH/H2O 70																							
meda_000253		meda_000253_01	meda_000253	medicin_alps		Loic Chalmandrier		6.4193635	45.039898	Com 252			[6.419363500530595, 45.03989697563987]	20250624132449	19.8	1	mg	ml	MeOH/H2O 70																							
meda_000254		meda_000254_01	meda_000254	medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.419349	45.03992				[6.41934926826769, 45.03992188284868]	20250624132949	16	1	mg	ml	MeOH/H2O 70																							
meda_000255		meda_000255_01	meda_000255	medicin_alps		Loic Chalmandrier		6.4193277	45.039932	Com 254			[6.419327965929098, 45.0399314147493]	20250624133434	21	1	mg	ml	MeOH/H2O 70																							
meda_000256		meda_000256_01	meda_000256	medicin_alps		Loic Chalmandrier	Patzkea paniculata	6.4194145	45.03979				[6.4194147207705, 45.03979095276205]	20250624135330	19.3	1	mg	ml	MeOH/H2O 70																							
meda_000257		meda_000257_01	meda_000257	medicin_alps		Loic Chalmandrier		6.419395	45.03979	Com 256			[6.419395143066317, 45.03979144255239]	20250624135530	18.8	1	mg	ml	MeOH/H2O 70																							
meda_000258		meda_000258_01	meda_000258	medicin_alps		Loic Chalmandrier	Patzkea paniculata	6.419423	45.039856				[6.419422958940444, 45.03985713503697]	20250624140006	20.9	1	mg	ml	MeOH/H2O 70	40	µl																					
meda_000259		meda_000259_01	meda_000259	medicin_alps		Loic Chalmandrier		6.4194126	45.03986	Com 258			[6.419412570150749, 45.039858350426215]	20250624140126	19.2	1	mg	ml	MeOH/H2O 70																							
meda_000260		meda_000260_01	meda_000260	medicin_alps		Loic Chalmandrier	Patzkea paniculata	6.4193554	45.039783				[6.419355516225473, 45.03978455750546]	20250624140725	19.1	1	mg	ml	MeOH/H2O 70																							
meda_000261		meda_000261_01	meda_000261	medicin_alps		Loic Chalmandrier		6.419348	45.03981	Com 260			[6.419347976295834, 45.039808344540624]	20250624140934	20.7	1	mg	ml	MeOH/H2O 70	40	µl																					
meda_000262		meda_000262_01	meda_000262	medicin_alps		Loic Chalmandrier	Patzkea paniculata	6.4193616	45.03988				[6.419361710081665, 45.03987730984002]	20250624141757	20.3	1	mg	ml	MeOH/H2O 70																							
meda_000263		meda_000263_01	meda_000263	medicin_alps		Loic Chalmandrier		6.419353	45.03987	Com 262			[6.419352798015768, 45.03987035164589]	20250624142039	21.8	1	mg	ml	MeOH/H2O 70																							
meda_000264		meda_000264_01	meda_000264	medicin_alps		Loic Chalmandrier	Patzkea paniculata	6.419304	45.039864				[6.419304074303273, 45.03986234379702]	20250624142514	19.1	1	mg	ml	MeOH/H2O 70																							
meda_000265		meda_000265_01	meda_000265	medicin_alps		Loic Chalmandrier		6.41925	45.039864	Com 264			[6.419250241328508, 45.03986277372919]	20250624142708	20	1	mg	ml	MeOH/H2O 70																							
meda_000266		meda_000266_01	meda_000266	medicin_alps		Loic Chalmandrier	Patzkea paniculata	6.4193325	45.03986				[6.419332635389066, 45.03985985947387]	20250624143241	21.4	1	mg	ml	MeOH/H2O 70																							
meda_000267		meda_000267_01	meda_000267	medicin_alps		Loic Chalmandrier		6.4193125	45.03987	Com 266			[6.419312449495665, 45.03987291316022]	20250624143425	20.9	1	mg	ml	MeOH/H2O 70																							
meda_000268		meda_000268_01	meda_000268	medicin_alps		Loic Chalmandrier	Patzkea paniculata	6.4192386	45.039886				[6.419238595000556, 45.03988773850563]	20250624143739	19.8	1	mg	ml	MeOH/H2O 70																							
meda_000269		meda_000269_01	meda_000269	medicin_alps		Loic Chalmandrier		6.419189	45.03986	Com 268			[6.4191891600958, 45.03986078457133]	20250624144042	19.1	1	mg	ml	MeOH/H2O 70																							
meda_000270		meda_000270_01	meda_000270	medicin_alps		Loic Chalmandrier	Patzkea paniculata	6.4192348	45.039875				[6.419234530026817, 45.0398758406799]	20250624144721	21.8	1	mg	ml	MeOH/H2O 70																							
meda_000271		meda_000271_01	meda_000271	medicin_alps		Loic Chalmandrier		6.4192357	45.03991	Com 270			[6.419235943221914, 45.03991122938954]	20250624144910	20.9	1	mg	ml	MeOH/H2O 70																							
meda_000272		meda_000272_01	meda_000272	medicin_alps		Loic Chalmandrier	Patzkea paniculata	6.419168	45.039898				[6.41916814893323, 45.03989601814827]	20250624145233	20.9	1	mg	ml	MeOH/H2O 70	40	µl																					
meda_000273		meda_000273_01	meda_000273	medicin_alps		Loic Chalmandrier		6.419164	45.039906	Com 272			[6.419164172979837, 45.0399051502671]	20250624145600	19.1	1	mg	ml	MeOH/H2O 70																							
meda_000274		meda_000274_01	meda_000274	medicin_alps		Loic Chalmandrier	Patzkea paniculata	6.4191375	45.039913				[6.419137243759749, 45.03991487125532]	20250624145932	20.8	1	mg	ml	MeOH/H2O 70																							
